ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;TIPO;TOTAL_ELEM
"4996553";"Zona canina";"141";"PAVONES";"14";"MORATALAZ";"OPERATIVO";"445848.798";"4471807.304";"ETRS89";40.39510857;-3.63807909;"CALLE";"ARROYO FONTARRON";"361";"28030";"ARROYO FONTARRÓN, 000361";"11101201";"2013-08-01 00:00:00.0";"C1474";"AE21";"CANINAS";0
"4996554";"Zona canina";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443878.108";"4472468.018";"ETRS89";40.40093020;-3.66135709;"CALLE";"FERNANDO GIRALDEZ";"32";"28038";"FERNANDO GIRÁLDEZ, 000032";"31018768";"2013-08-01 00:00:00.0";"C1371";"AE21";"CANINAS";0
"4996556";"Zona canina";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445018.734";"4470815.131";"ETRS89";40.38611608;-3.64777373;"CALLE";"TANGER";"9";"28018";"TÁNGER, 000009";"11098004";"2013-08-01 00:00:00.0";"C1372";"AE21";"CANINAS";0
"4996559";"Zona canina";"131";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"442856.613";"4469568.079";"ETRS89";40.37473641;-3.67313377;"RONDA";"SUR";"6 D";"28053";"RDA SUR, 000006  D";"31060375";"2013-08-01 00:00:00.0";"C1374";"AE21";"CANINAS";16
"4996562";"Zona canina";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444479.626";"4469784.488";"ETRS89";40.37679566;-3.65403516;"CALLE";"VIRIDIANA";"13F";"28018";"VIRIDIANA, 000013  F";"20081150";"2013-08-01 00:00:00.0";"C1377";"AE21";"CANINAS";0
"4996575";"Zona canina";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"446144.796";"4470246.697";"ETRS89";40.38106881;-3.63445952;"CALLE";"TROLE";"9  G";"28031";"TROLE, 000010";"31024478";"2016-08-01 00:00:00.0";"C1376";"AE21";"CANINAS";0
"4996578";"Zona canina";"115";"PUERTA BONITA";"11";"CARABANCHEL";"OPERATIVO";"437473.008";"4469564.676";"ETRS89";40.37431926;-3.73654610;"AVENIDA";"ABRANTES";"305";"28025";"AVDA ABRANTES, 000305";"31045991";"2013-08-01 00:00:00.0";"C1170";"AE21";"CANINAS";0
"4996586";"Zona canina";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441717.93";"4471138.796";"ETRS89";40.38880746;-3.68668991;"CALLE";"PUERTO DE BEJAR";"7";"28045";;"20000295";"2004-01-01 00:00:00.0";"C0201";"AE21";"CANINAS";0
"4996591";"Zona canina";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441238.494";"4472225.663";"ETRS89";40.39856485;-3.69243861;"CALLE";"TOMAS BRETON";"49 A";"28045";;"11009598";"2004-01-01 00:00:00.0";"C0202";"AE21";"CANINAS";0
"4996597";"Zona canina";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"439076.305";"4472979.876";"ETRS89";40.40520378;-3.71798791;"CALLE";"COBOS DE SEGOVIA";"7";"28005";;"31043490";"2004-01-01 00:00:00.0";"C0203";"AE21";"CANINAS";0
"4996643";"Zona canina";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"440150.407";"4472382.519";"ETRS89";40.39990040;-3.70527433;"CALLE";"ARGANDA";"40";"28005";"PARQUE DE LAS PEÑUELAS";"20065135";"2004-01-01 00:00:00.0";"C0204";"AE21";"CANINAS";0
"4996676";"Zona canina";"026";"PALOS DE LA FRONTERA";"02";"ARGANZUELA";"OPERATIVO";"441065.263";"4472680.698";"ETRS89";40.40265180;-3.69452193;"CALLE";"CANARIAS";"19";"28045";"PALOS DE LA FRONTERA";"31009571";"2004-01-01 00:00:00.0";"C0206";"AE21";"CANINAS";0
"4996986";"Zona canina";"031";"PACIFICO";"03";"RETIRO";"OPERATIVO";"441833.672";"4473065.166";"ETRS89";40.40616932;-3.68550230;"PASEO";"INFANTA ISABEL";"2";"28014";;"31000002";"2004-01-01 00:00:00.0";"C0303";"AE21";"CANINAS";0
"4997032";"Zona canina";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442661.099";"4473742.842";"ETRS89";40.41233159;-3.67581261;"CALLE";"ANUNCIACION";"1";"28009";;"20008564";"2004-01-01 00:00:00.0";"C0305";"AE21";"CANINAS";0
"4997144";"Zona canina";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"443860.29";"4475632.668";"ETRS89";40.42943792;-3.66184633;"PLAZA";"AMERICA ESPAÑOLA";"2";"28028";"JARDIN DE SANCHO DAVILA";"11016697";"2004-01-01 00:00:00.0";"C0401";"AE21";"CANINAS";0
"4997171";"Zona canina";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"443007.363";"4476701.237";"ETRS89";40.43900613;-3.67199690;"AVENIDA";"AMERICA";"32";"28028";"ESTACION DE METRO CARTAGENA";"11018130";"2004-01-01 00:00:00.0";"C0402";"AE21";"CANINAS";0
"4997200";"Zona canina";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"443865.56";"4477052.732";"ETRS89";40.44223095;-3.66190965;"CALLE";"BERLIN";"5";"28028";"BERLIN, 5";"11017903";"2004-01-01 00:00:00.0";"C0403";"AE21";"CANINAS";0
"4997212";"Zona canina";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"443230.566";"4475751.292";"ETRS89";40.43046381;-3.66928044;"CALLE";"FLORESTAN AGUILAR";"2";"28028";"PARQUE EVA DUARTE PERÓN";"11017052";"2004-01-01 00:00:00.0";"C0404";"AE21";"CANINAS";0
"4997227";"Zona canina";"054";"HISPANOAMERICA";"05";"CHAMARTIN";"OPERATIVO";"443372.648";"4478807.865";"ETRS89";40.45800862;-3.66787796;"CALLE";"COLOMBIA";"61";"28016";"COLOMBIA  61";"11025089";"2004-01-01 00:00:00.0";"C0501";"AE21";"CANINAS";0
"4997300";"Zona canina";"104";"ALUCHE";"10";"LATINA";"OPERATIVO";"435757.936";"4472218.108";"ETRS89";40.39809204;-3.75701498;"CALLE";"VALMOJADO";"2";"28047";"PARQUE ALUCHE";"31044411";"2016-11-21 00:00:00.0";"C1001";"AE21";"CANINAS";0
"4997902";"Zona canina";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438831.979";"4480365.158";"ETRS89";40.47171546;-3.72157805;"CALLE";"VALLE DE MENA";"20";"28035";;"31028906";"2004-01-01 00:00:00.0";"C0802";"AE21";"CANINAS";0
"4997956";"Zona canina";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439284.301";"4478410.892";"ETRS89";40.45414389;-3.71605559;"CALLE";"VALLE DE ARAN";"7";"28040";;"20097388";"2004-01-01 00:00:00.0";"C0901";"AE21";"CANINAS";0
"4997993";"Zona canina";"097";"ARAVACA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"433236.155";"4477498.668";"ETRS89";40.44546252;-3.78728289;"AVENIDA";"EUROPA";"34 A";"28023";;"20059124";"2004-01-01 00:00:00.0";"C0902";"AE21";"CANINAS";0
"4997994";"Zona canina";"095";"VALDEMARIN";"09";"MONCLOA-ARAVACA";"OPERATIVO";"434117.213";"4480206.481";"ETRS89";40.46992548;-3.77717536;"AVENIDA";"VALDEMARIN";"67";"28023";;"20166322";"2004-01-01 00:00:00.0";"C0903";"AE21";"CANINAS";0
"4997995";"Zona canina";"094";"VALDEZARZA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439833.775";"4479214.116";"ETRS89";40.46141960;-3.70965193;"CALLE";"OFELIA NIETO";"57";"28039";"CALLE OFELIA NIETO 57";"11055424";"2004-01-01 00:00:00.0";"C0904";"AE21";"CANINAS";0
"4997996";"Zona canina";"094";"VALDEZARZA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"438923.465";"4479862.945";"ETRS89";40.46719808;-3.72045055;"CALLE";"VALDERREY";"14";"28035";;"11054866";"2004-01-01 00:00:00.0";"C0906";"AE21";"CANINAS";0
"4997997";"Zona canina";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"433433.848";"4470280.224";"ETRS89";40.38045238;-3.78419663;"AVENIDA";"LAS AGUILAS";"144";"28044";;"31032996";"2004-01-01 00:00:00.0";"C1002";"AE21";"CANINAS";0
"4997999";"Zona canina";"097";"ARAVACA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"433389.972";"4478336.088";"ETRS89";40.45301855;-3.78555707;"CALLE";"GOLONDRINA";"36";"28023";"PARQUE ARROYO POZUELO";"31042917";"2004-01-01 00:00:00.0";"C0905";"AE21";"CANINAS";0
"4998010";"Zona canina";"103";"LUCERO";"10";"LATINA";"OPERATIVO";"435928.525";"4472368.383";"ETRS89";40.39945892;-3.75502008;"CALLE";"ANTOLIN GARCIA";"1";"28047";"CUÑA VERDE";"31020572";"2004-01-01 00:00:00.0";"C1003";"AE21";"CANINAS";0
"4998011";"Zona canina";"032";"ADELFAS";"03";"RETIRO";"OPERATIVO";"442891.466";"4471844.603";"ETRS89";40.39524705;-3.67292730;"CALLE";"CERRO NEGRO";"14";"28007";"PARQUE MARTIN LUTHER KING";"31020479";"2018-09-15 00:00:00.0";"C0308";"AE21";"CANINAS";0
"4998023";"Zona canina";"102";"PUERTA DEL ANGEL";"10";"LATINA";"OPERATIVO";"438306.196";"4473398.564";"ETRS89";40.40891879;-3.72710357;"CALLE";"CARAMUEL";"58";"28011";"PARQUE CARAMUEL";"11061206";"2018-01-25 00:00:00.0";"C1004";"AE21";"CANINAS";0
"4998027";"Zona canina";"126";"ZOFIO";"12";"USERA";"OPERATIVO";"439392.098";"4470680.841";"ETRS89";40.38451600;-3.71404774;"CALLE";"MARCELO USERA";"157";"28026";"MARCELO USERA, 000157";"11085143";"2013-08-01 00:00:00.0";"C1274";"AE21";"CANINAS";0
"4998041";"Zona canina";"033";"ESTRELLA";"03";"RETIRO";"OPERATIVO";"443817.594";"4474009.292";"ETRS89";40.41481079;-3.66220623;"CALLE";"JUAN ESPLANDIU";"4";"28007";"PARQUE ROMA";"11013635";"2022-09-21 00:00:00.0";"C0301";"AE21";"CANINAS";0
"5000253";"Zona canina";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"433801.489";"4470714.774";"ETRS89";40.38439625;-3.77991109;"CALLE";"FRAY JOSE CERDEIRIÑA";"22";"28024";"FRAY JOSE CERDEIRIÑA";"11067294";"2017-03-01 00:00:00.0";"C1005";"AE21";"CANINAS";0
"5003208";"Zona canina";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438443.92";"4480598.858";"ETRS89";40.47379204;-3.72617818;"CALLE";"JOAQUIN LORENZO";"32";"28035";"JOAQUIN LORENZO";"11044477";"2004-01-01 00:00:00.0";"C0803";"AE21";"CANINAS";0
"5003319";"Zona canina";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"433788.812";"4470696.924";"ETRS89";40.38423444;-3.78005857;"CALLE";"FRAY JOSE CERDEIRIÑA";"22";"28024";"FRAY JOSE CERDEIRIÑA";"11067294";"2004-01-01 00:00:00.0";"C1006";"AE21";"CANINAS";0
"5003407";"Zona canina";"075";"RIOS ROSAS";"07";"CHAMBERI";"OPERATIVO";"441082.086";"4476723.262";"ETRS89";40.43907036;-3.69469821;"CALLE";"FERNANDEZ DE LA HOZ";"53";"28003";;"11041613";"2004-01-01 00:00:00.0";"C0704";"AE21";"CANINAS";5
"5003417";"Zona canina";"072";"ARAPILES";"07";"CHAMBERI";"OPERATIVO";"439720.468";"4476098.901";"ETRS89";40.43334826;-3.71069260;"CALLE";"GALILEO";"35";"28015";;"31044128";"2019-11-28 00:00:00.0";"C0706";"AE21";"CANINAS";5
"5003458";"Zona canina";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440106.867";"4473039.772";"ETRS89";40.40581813;-3.70584922;"CALLE";"CASINO";"3";"28005";"CASINO 3";"11002270";"2019-06-03 00:00:00.0";"C0102";"AE21";"CANINAS";0
"5003496";"Zona canina";"062";"CUATRO CAMINOS";"06";"TETUAN";"OPERATIVO";"441212.549";"4478600.437";"ETRS89";40.45599001;-3.69333379;"CALLE";"SAN GERMAN";"7";"28020";;"31043689";"2004-01-01 00:00:00.0";"C0602";"AE21";"CANINAS";1
"5003497";"Zona canina";"063";"CASTILLEJOS";"06";"TETUAN";"OPERATIVO";"441285.563";"4478845.504";"ETRS89";40.45820285;-3.69249540;"AVENIDA";"BRASIL";"40";"28020";;"11030593";"2019-10-15 00:00:00.0";"C0603";"AE21";"CANINAS";1
"5003498";"Zona canina";"062";"CUATRO CAMINOS";"06";"TETUAN";"OPERATIVO";"440817.738";"4478334.896";"ETRS89";40.45356989;-3.69796508;"CALLE";"GENERAL RAMIREZ DE MADRID";"2";"28020";;"31031752";"2004-01-01 00:00:00.0";"C0604";"AE21";"CANINAS";1
"5003499";"Zona canina";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"440740.157";"4479931.746";"ETRS89";40.46794944;-3.69902906;"CALLE";"GABRIEL PORTADALES";"11";"28029";;"11033480";"2004-01-01 00:00:00.0";"C0605";"AE21";"CANINAS";1
"5003681";"Zona canina";"064";"ALMENARA";"06";"TETUAN";"OPERATIVO";"441453.006";"4480627.868";"ETRS89";40.47427094;-3.69068513;"CALLE";"SINESIO DELGADO";"7";"28029";;"11032624";"2004-01-01 00:00:00.0";"C0608";"AE21";"CANINAS";0
"5005553";"Zona canina";"064";"ALMENARA";"06";"TETUAN";"OPERATIVO";"441046.191";"4479666.579";"ETRS89";40.46558248;-3.69539470;"CALLE";"CAÑAVERAL";"2";"28029";;"11031014";"2004-01-01 00:00:00.0";"C0609";"AE21";"CANINAS";1
"5005554";"Zona canina";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"440793.861";"4479766.373";"ETRS89";40.46646352;-3.69838018;"CALLE";"VEZA";"43";"28029";;"11033931";"2004-01-01 00:00:00.0";"C0610";"AE21";"CANINAS";1
"5107681";"Zona canina";"145";"FONTARRON";"14";"MORATALAZ";"OPERATIVO";"443922.302";"4473076.212";"ETRS89";40.40641214;-3.66088991;"CALLE";"MANUEL MARIA ARRILLAGA";"26";"28030";"MANUEL MARÍA ARRILLAGA, 000026";"11102156";"2019-04-30 00:00:00.0";"C1476";"AE21";"CANINAS";0
"5148516";"Zona canina";"031";"PACIFICO";"03";"RETIRO";"OPERATIVO";"442586.19";"4472361.815";"ETRS89";40.39988539;-3.67657086;"CALLE";"COCHERAS";"8";"28007";"PARQUE DE LAS COCHERAS";"20001216";"2019-07-04 00:00:00.0";"C0309";"AE21";"CANINAS";0
"5183029";"Zona canina";"085";"LA PAZ";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440654.877";"4481916.48";"ETRS89";40.48582260;-3.70022068;"CALLE";"SANGENJO";"27";"28034";"PARQUE DE LA SUPERMANZANA";"11045862";"2019-08-29 00:00:00.0";"C0856";"AE21";"CANINAS";12
"5203827";"Zona canina";"097";"ARAVACA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"433764.525";"4479395.821";"ETRS89";40.46259482;-3.78125079;"PASEO";"ERMITA";"36";"28023";"PARQUE VILLADRIANA";"11057316";"2019-10-21 00:00:00.0";"C0908";"AE21";"CANINAS";0
"5211510";"Zona canina";"065";"VALDEACEDERAS";"06";"TETUAN";"OPERATIVO";"439718.275";"4479992.881";"ETRS89";40.46842664;-3.71108812;;;;;;;"2019-11-22 00:00:00.0";"C0611";"AE21";"CANINAS";12
"5214758";"Zona canina";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439420.708";"4478145.627";"ETRS89";40.45176423;-3.71442167;"CALLE";"RECTOR ROYO-VILLANOVA";"10 C";"28040";"PARQUE JUAN XXIII";"20107953";"2019-11-04 00:00:00.0";"C0951";"AE21";"CANINAS";11
"5214761";"Zona canina";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441813.089";"4471470.059";"ETRS89";40.39179831;-3.68559907;"AVENIDA";"PLANETARIO";"16";"28045";"PARQUE ENRIQUE TIERNO GALVÁN";"20064507";"2019-11-04 00:00:00.0";"C0251";"AE21";"CANINAS";14
"5215845";"Zona canina";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"443936.614";"4475416.173";"ETRS89";40.42749276;-3.66092749;"CALLE";"SANCHO DAVILA";"15";"28028";"PARQUE SANCHO DÁVILA";"11016685";"2019-11-04 00:00:00.0";"C0405";"AE21";"CANINAS";6
"5237097";"Zona canina";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"447049.16";"4482994.38";"ETRS89";40.49596532;-3.62486830;"AVENIDA";"Avenida de las Fuerzas Armadas";"11";"28055";;;;;"PV24";"CANINAS";4
"6293496";"Zona canina";"206";"REJAS";"20";"SAN BLAS-CANILLEJAS";"OPERATIVO";"450077.367";"4477196.03";"ETRS89";40.44391804;-3.58867824;"CALLE";"PIRRA";"16";"28022";;"31000880";"2019-10-18 00:00:00.0";"C2083";"AE21";"CANINAS";1
"7163446";"Zona canina";"076";"VALLEHERMOSO";"07";"CHAMBERI";"OPERATIVO";"439289.421";"4477046.708";"ETRS89";40.44185515;-3.71586480;;;;;;;"2020-09-10 00:00:00.0";"C0707";"AE21";"CANINAS";2
"7243273";"Zona canina";"076";"VALLEHERMOSO";"07";"CHAMBERI";"OPERATIVO";"440166.24";"4476724.787";"ETRS89";40.43901870;-3.70549628;"CALLE";"CEA BERMUDEZ";"2";"28003";;"11042483";"2020-10-28 00:00:00.0";"C0708";"AE21";"CANINAS";5
"7872575";"Zona canina";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"441505.895";"4482610.181";"ETRS89";40.49213212;-3.69024413;"CALLE";"VILLACASTIN";"10";"28034";"VILLACASTIN 10";"20075697";"2020-05-15 00:00:00.0";"C0804";"AE21";"CANINAS";0
"7872577";"Zona canina";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"441718.923";"4482643.538";"ETRS89";40.49244760;-3.68773359;"CALLE";"ISLAS JARVI";"7";"28034";;"11047613";"2020-05-15 00:00:00.0";"C0805";"AE21";"CANINAS";0
"7872635";"Zona canina";"083";"PEÑAGRANDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438832.791";"4481618.318";"ETRS89";40.48300441;-3.72168934;"CALLE";"PICO DE MAJALASNA";"3";"28035";;"20073723";"2020-05-15 00:00:00.0";"C0806";"AE21";"CANINAS";0
"8775338";"Zona canina";"061";"BELLAS VISTAS";"06";"TETUAN";"OPERATIVO";"440103.001";"4478130.675";"ETRS89";40.45167898;-3.70637445;"CALLE";"TENERIFE";"42";"28039";"CALLE SAN RAIMUNDO";"11028892";"2022-02-10 00:00:00.0";"C0614";"AE21";"CANINAS";2
"8779927";"Zona canina";"117";"ABRANTES";"11";"CARABANCHEL";"OPERATIVO";"437630.648";"4469901.287";"ETRS89";40.37736342;-3.73472224;"CALLE";"BESOLLA";"1";"28025";"CV AVD. ABRANTES";"11078682";"2021-12-28 00:00:00.0";"C1182";"AE21";"CANINAS";10
"8781349";"Zona canina";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"445303.954";"4475784.946";"ETRS89";40.43090590;-3.64484072;"CALLE";"EZEQUIEL SOLANA";"46";"28017";"VITAL AZA";"11105520";"2022-02-24 00:00:00.0";"C1590";"AE21";"CANINAS";4
"8799654";"Zona canina";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"446532.481";"4469646.486";"ETRS89";40.37568668;-3.62984217;"CALLE";"CABEZA MESADA";"5";"28031";"CTRA VILLAVERDE A VALLECAS";"31043450";"2021-10-27 00:00:00.0";"C1879";"AE21";"CANINAS";8
"8799966";"Zona canina";"215";"CORRALEJOS";"21";"BARAJAS";"OPERATIVO";"449678.319";"4479908.167";"ETRS89";40.46832655;-3.59359849;"CALLE";"BAHIA DE MALAGA";"2 A";"28042";"C/ARIADNA";"20144765";"2022-04-30 00:00:00.0";"C2176";"AE21";"CANINAS";8
"8799996";"Zona canina";"141";"PAVONES";"14";"MORATALAZ";"OPERATIVO";"446857.872";"4472751.374";"ETRS89";40.40367835;-3.62626836;"CALLE";"ATENAS";"6 A";"28030";"PLAZA ATENAS";"20129219";"2022-10-13 00:00:00.0";"C1478";"AE21";"CANINAS";12
